Code,SurveyYear,BirthYear
170,2012,1983
170,2012,1963
170,2012,1946
170,2012,1985
170,2012,1963
170,2012,1983
170,2012,1987
170,2012,1979
170,2012,1971
170,2012,1959
170,2012,1964
170,2012,1950
170,2012,1994
170,2012,1988
170,2012,1988
170,2012,1994
170,2012,1974
170,2012,1982
170,2012,1982
170,2012,1993
170,2012,1954
170,2012,1980
170,2012,1975
170,2012,1936
170,2012,1992
170,2012,1961
170,2012,1989
170,2012,1968
170,2012,1941
170,2012,1935
170,2012,1978
170,2012,1985
170,2012,1952
170,2012,1959
170,2012,1972
170,2012,1953
170,2012,1990
170,2012,1964
170,2012,1983
170,2012,1991
170,2012,1983
170,2012,1943
170,2012,1953
170,2012,1961
170,2012,1949
170,2012,1984
170,2012,1942
170,2012,1986
170,2012,1956
170,2012,1967
170,2012,1988
170,2012,1976
170,2012,1984
170,2012,1959
170,2012,1983
170,2012,1951
170,2012,1981
170,2012,1946
170,2012,1981
170,2012,1990
170,2012,1979
170,2012,1987
170,2012,1970
170,2012,1980
170,2012,1963
170,2012,1990
170,2012,1931
170,2012,1989
170,2012,1951
170,2012,1980
170,2012,1982
170,2012,1986
170,2012,1983
170,2012,1990
170,2012,1956
170,2012,1966
170,2012,1960
170,2012,1990
170,2012,1974
170,2012,1993
170,2012,1976
170,2012,1984
170,2012,1991
170,2012,1990
170,2012,1968
170,2012,1955
170,2012,1971
170,2012,1959
170,2012,1932
170,2012,1984
170,2012,1994
170,2012,1959
170,2012,1949
170,2012,1988
170,2012,1960
170,2012,1952
170,2012,1961
170,2012,1977
170,2012,1977
170,2012,1994
170,2012,1971
170,2012,1989
170,2012,1953
170,2012,1990
170,2012,1991
170,2012,1985
170,2012,1971
170,2012,1973
170,2012,1994
170,2012,1972
170,2012,1968
170,2012,1968
170,2012,1962
170,2012,1954
170,2012,1974
170,2012,1983
170,2012,1969
170,2012,1958
170,2012,1969
170,2012,1972
170,2012,1985
170,2012,1993
170,2012,1982
170,2012,1982
170,2012,1972
170,2012,1987
170,2012,1989
170,2012,1935
170,2012,1945
170,2012,1942
170,2012,1978
170,2012,1988
170,2012,1967
170,2012,1942
170,2012,1945
170,2012,1940
170,2012,1947
170,2012,1989
170,2012,1968
170,2012,1953
170,2012,1959
170,2012,1975
170,2012,1992
170,2012,1981
170,2012,1991
170,2012,1985
170,2012,1964
170,2012,1961
170,2012,1989
170,2012,1946
170,2012,1986
170,2012,1980
170,2012,1949
170,2012,1981
170,2012,1938
170,2012,1984
170,2012,1946
170,2012,1963
170,2012,1934
170,2012,1982
170,2012,1992
170,2012,1964
170,2012,1966
170,2012,1955
170,2012,1951
170,2012,1942
170,2012,1993
170,2012,1981
170,2012,1974
170,2012,1986
170,2012,1938
170,2012,1968
170,2012,1992
170,2012,1972
170,2012,1992
170,2012,1973
170,2012,1947
170,2012,1953
170,2012,1980
170,2012,1970
170,2012,1980
170,2012,1986
170,2012,1946
170,2012,1951
170,2012,1993
170,2012,1951
170,2012,1974
170,2012,1966
170,2012,1992
170,2012,1988
170,2012,1954
170,2012,1988
170,2012,1958
170,2012,1943
170,2012,1976
170,2012,1971
170,2012,1988
170,2012,1967
170,2012,1968
170,2012,1975
170,2012,1979
170,2012,1959
170,2012,1969
170,2012,1975
170,2012,1960
170,2012,1992
170,2012,1956
170,2012,1983
170,2012,1962
170,2012,1979
170,2012,1992
170,2012,1969
170,2012,1971
170,2012,1994
170,2012,1981
170,2012,1949
170,2012,1988
170,2012,1993
170,2012,1994
170,2012,1984
170,2012,1982
170,2012,1975
170,2012,1973
170,2012,1967
170,2012,1945
170,2012,1979
170,2012,1987
170,2012,1962
170,2012,1987
170,2012,1969
170,2012,1984
170,2012,1969
170,2012,1991
170,2012,1992
170,2012,1953
170,2012,1988
170,2012,1993
170,2012,1986
170,2012,1980
170,2012,1934
170,2012,1954
170,2012,1985
170,2012,1988
170,2012,1980
170,2012,1961
170,2012,1973
170,2012,1970
170,2012,1973
170,2012,1967
170,2012,1947
170,2012,1988
170,2012,1948
170,2012,1957
170,2012,1939
170,2012,1980
170,2012,1951
170,2012,1966
170,2012,1971
170,2012,1977
170,2012,1957
170,2012,1991
170,2012,1977
170,2012,1990
170,2012,1952
170,2012,1975
170,2012,1985
170,2012,1954
170,2012,1980
170,2012,1938
170,2012,1982
170,2012,1979
170,2012,1966
170,2012,1987
170,2012,1994
170,2012,1983
170,2012,1955
170,2012,1957
170,2012,1986
170,2012,1980
170,2012,1958
170,2012,1959
170,2012,1993
170,2012,1988
170,2012,1993
170,2012,1935
170,2012,1981
170,2012,1952
170,2012,1972
170,2012,1948
170,2012,1982
170,2012,1993
170,2012,1989
170,2012,1973
170,2012,1968
170,2012,1956
170,2012,1946
170,2012,1976
170,2012,1986
170,2012,1965
170,2012,1977
170,2012,1956
170,2012,1971
170,2012,1980
170,2012,1987
170,2012,1994
170,2012,1966
170,2012,1979
170,2012,1981
170,2012,1994
170,2012,1966
170,2012,1989
170,2012,1987
170,2012,1934
170,2012,1983
170,2012,1954
170,2012,1951
170,2012,1972
170,2012,1980
170,2012,1953
170,2012,1991
170,2012,1957
170,2012,1987
170,2012,1956
170,2012,1983
170,2012,1977
170,2012,1954
170,2012,1966
170,2012,1974
170,2012,1981
170,2012,1986
170,2012,1986
170,2012,1985
170,2012,1958
170,2012,1956
170,2012,1944
170,2012,1994
170,2012,1975
170,2012,1969
170,2012,1955
170,2012,1983
170,2012,1961
170,2012,1974
170,2012,1986
170,2012,1964
170,2012,1994
170,2012,1967
170,2012,1991
170,2012,1993
170,2012,1983
170,2012,1991
170,2012,1980
170,2012,1960
170,2012,1972
170,2012,1992
170,2012,1972
170,2012,1990
170,2012,1978
170,2012,1966
170,2012,1978
170,2012,1958
170,2012,1989
170,2012,1971
170,2012,1953
170,2012,1943
170,2012,1988
170,2012,1979
170,2012,1980
170,2012,1971
170,2012,1963
170,2012,1965
170,2012,1974
170,2012,1992
170,2012,1961
170,2012,1959
170,2012,1986
170,2012,1961
170,2012,1973
170,2012,1952
170,2012,1992
170,2012,1955
170,2012,1930
170,2012,1960
170,2012,1956
170,2012,1941
170,2012,1980
170,2012,1990
170,2012,1973
170,2012,1959
170,2012,1959
170,2012,1994
170,2012,1952
170,2012,1947
170,2012,1951
170,2012,1941
170,2012,1970
170,2012,1983
170,2012,1981
170,2012,1980
170,2012,1986
170,2012,1986
170,2012,1987
170,2012,1975
170,2012,1989
170,2012,1975
170,2012,1948
170,2012,1974
170,2012,1994
170,2012,1966
170,2012,1965
170,2012,1991
170,2012,1950
170,2012,1945
170,2012,1985
170,2012,1957
170,2012,1947
170,2012,1959
170,2012,1951
170,2012,1980
170,2012,1974
170,2012,1990
170,2012,1951
170,2012,1967
170,2012,1994
170,2012,1947
170,2012,1956
170,2012,1937
170,2012,1962
170,2012,1986
170,2012,1935
170,2012,1993
170,2012,1983
170,2012,1933
170,2012,1962
170,2012,1954
170,2012,1956
170,2012,1973
170,2012,1972
170,2012,1980
170,2012,1994
170,2012,1938
170,2012,1965
170,2012,1994
170,2012,1982
170,2012,1983
170,2012,1944
170,2012,1984
170,2012,1991
170,2012,1987
170,2012,1972
170,2012,1994
170,2012,1961
170,2012,1951
170,2012,1936
170,2012,1939
170,2012,1978
170,2012,1994
170,2012,1979
170,2012,1981
170,2012,1959
170,2012,1954
170,2012,1945
170,2012,1985
170,2012,1952
170,2012,1994
170,2012,1976
170,2012,1985
170,2012,1980
170,2012,1989
170,2012,1988
170,2012,1976
170,2012,1972
170,2012,1981
170,2012,1968
170,2012,1977
170,2012,1954
170,2012,1990
170,2012,1981
170,2012,1984
170,2012,1954
170,2012,1953
170,2012,1950
170,2012,1975
170,2012,1984
170,2012,1988
170,2012,1959
170,2012,1990
170,2012,1980
170,2012,1987
170,2012,1986
170,2012,1972
170,2012,1968
170,2012,1986
170,2012,1941
170,2012,1963
170,2012,1952
170,2012,1958
170,2012,1993
170,2012,1978
170,2012,1990
170,2012,1955
170,2012,1973
170,2012,1983
170,2012,1947
170,2012,1947
170,2012,1957
170,2012,1962
170,2012,1987
170,2012,1936
170,2012,1965
170,2012,1990
170,2012,1992
170,2012,1991
170,2012,1976
170,2012,1980
170,2012,1987
170,2012,1980
170,2012,1968
170,2012,1963
170,2012,1954
170,2012,1976
170,2012,1991
170,2012,1976
170,2012,1990
170,2012,1962
170,2012,1972
170,2012,1957
170,2012,1993
170,2012,1952
170,2012,1986
170,2012,1980
170,2012,1954
170,2012,1984
170,2012,1957
170,2012,1983
170,2012,1994
170,2012,1992
170,2012,1979
170,2012,1993
170,2012,1991
170,2012,1956
170,2012,1953
170,2012,1981
170,2012,1983
170,2012,1994
170,2012,1962
170,2012,1982
170,2012,1989
170,2012,1994
170,2012,1967
170,2012,1959
170,2012,1979
170,2012,1963
170,2012,1982
170,2012,1972
170,2012,1972
170,2012,1962
170,2012,1965
170,2012,1983
170,2012,1987
170,2012,1971
170,2012,1993
170,2012,1978
170,2012,1958
170,2012,1988
170,2012,1972
170,2012,1935
170,2012,1930
170,2012,1942
170,2012,1986
170,2012,1992
170,2012,1974
170,2012,1939
170,2012,1986
170,2012,1963
170,2012,1978
170,2012,1948
170,2012,1976
170,2012,1945
170,2012,1979
170,2012,1947
170,2012,1958
170,2012,1994
170,2012,1980
170,2012,1953
170,2012,1989
170,2012,1971
170,2012,1968
170,2012,1981
170,2012,1951
170,2012,1985
170,2012,1973
170,2012,1982
170,2012,1954
170,2012,1968
170,2012,1934
170,2012,1947
170,2012,1986
170,2012,1952
170,2012,1958
170,2012,1994
170,2012,1966
170,2012,1990
170,2012,1977
170,2012,1988
170,2012,1978
170,2012,1962
170,2012,1947
170,2012,1973
170,2012,1974
170,2012,1941
170,2012,1985
170,2012,1974
170,2012,1930
170,2012,1993
170,2012,1978
170,2012,1966
170,2012,1975
170,2012,1976
170,2012,1980
170,2012,1975
170,2012,1951
170,2012,1987
170,2012,1984
170,2012,1989
170,2012,1941
170,2012,1993
170,2012,1950
170,2012,1977
170,2012,1936
170,2012,1961
170,2012,1986
170,2012,1971
170,2012,1983
170,2012,1966
170,2012,1989
170,2012,1952
170,2012,1972
170,2012,1980
170,2012,1991
170,2012,1948
170,2012,1957
170,2012,1969
170,2012,1938
170,2012,1994
170,2012,1939
170,2012,1978
170,2012,1980
170,2012,1944
170,2012,1994
170,2012,1985
170,2012,1989
170,2012,1990
170,2012,1972
170,2012,1976
170,2012,1978
170,2012,1953
170,2012,1957
170,2012,1972
170,2012,1986
170,2012,1990
170,2012,1951
170,2012,1968
170,2012,1943
170,2012,1945
170,2012,1962
170,2012,1959
170,2012,1981
170,2012,1990
170,2012,1989
170,2012,1994
170,2012,1947
170,2012,1993
170,2012,1953
170,2012,1974
170,2012,1974
170,2012,1993
170,2012,1944
170,2012,1971
170,2012,1986
170,2012,1981
170,2012,1968
170,2012,1962
170,2012,1989
170,2012,1946
170,2012,1977
170,2012,1940
170,2012,1984
170,2012,1959
170,2012,1964
170,2012,1969
170,2012,1964
170,2012,1987
170,2012,1974
170,2012,1968
170,2012,1994
170,2012,1976
170,2012,1993
170,2012,1969
170,2012,1994
170,2012,1985
170,2012,1985
170,2012,1963
170,2012,1957
170,2012,1962
170,2012,1974
170,2012,1991
170,2012,1966
170,2012,1968
170,2012,1965
170,2012,1974
170,2012,1976
170,2012,1973
170,2012,1992
170,2012,1992
170,2012,1985
196,2011,1964
196,2011,1954
196,2011,1933
196,2011,1946
196,2011,1955
196,2011,1925
196,2011,1972
196,2011,1931
196,2011,1935
196,2011,1965
196,2011,1954
196,2011,1958
196,2011,1956
196,2011,1944
196,2011,1941
196,2011,1943
196,2011,1941
196,2011,1952
196,2011,1955
196,2011,1943
196,2011,1950
196,2011,1935
196,2011,1950
196,2011,1926
196,2011,1956
196,2011,1958
196,2011,1941
196,2011,1926
196,2011,1945
196,2011,1933
196,2011,1983
196,2011,1959
196,2011,1938
196,2011,1977
196,2011,1940
196,2011,1989
196,2011,1968
196,2011,1951
196,2011,1941
196,2011,1992
196,2011,1949
196,2011,1933
196,2011,1952
196,2011,1956
196,2011,1965
196,2011,1946
196,2011,1947
196,2011,1977
196,2011,1973
196,2011,1956
196,2011,1954
196,2011,1959
196,2011,1968
196,2011,1949
196,2011,1945
196,2011,1971
196,2011,1944
196,2011,1961
196,2011,1968
196,2011,1978
196,2011,1991
196,2011,1950
196,2011,1987
196,2011,1941
196,2011,1939
196,2011,1984
196,2011,1931
196,2011,1944
196,2011,1948
196,2011,1946
196,2011,1980
196,2011,1993
196,2011,1973
196,2011,1958
196,2011,1931
196,2011,1988
196,2011,1956
196,2011,1979
196,2011,1958
196,2011,1929
196,2011,1980
196,2011,1940
196,2011,1951
196,2011,1933
196,2011,1949
196,2011,1954
196,2011,1979
196,2011,1958
196,2011,1962
196,2011,1931
196,2011,1964
196,2011,1960
196,2011,1963
196,2011,1969
196,2011,1971
196,2011,1965
196,2011,1953
196,2011,1948
196,2011,1978
196,2011,1977
196,2011,1945
196,2011,1944
196,2011,1939
196,2011,1983
196,2011,1972
196,2011,1966
196,2011,1975
196,2011,1953
196,2011,1970
196,2011,1982
196,2011,1948
196,2011,1947
196,2011,1941
196,2011,1964
196,2011,1955
196,2011,1981
196,2011,1985
196,2011,1969
196,2011,1949
196,2011,1941
196,2011,1987
196,2011,1956
196,2011,1960
196,2011,1959
196,2011,1956
196,2011,1985
196,2011,1986
196,2011,1983
196,2011,1984
196,2011,1951
196,2011,1941
196,2011,1934
196,2011,1942
196,2011,1984
196,2011,1944
196,2011,1950
196,2011,1959
196,2011,1989
196,2011,1971
196,2011,1964
196,2011,1960
196,2011,1952
196,2011,1941
196,2011,1958
196,2011,1957
196,2011,1952
196,2011,1933
196,2011,1938
196,2011,1931
196,2011,1990
196,2011,1959
196,2011,1986
196,2011,1985
196,2011,1984
196,2011,1956
196,2011,1972
196,2011,1959
196,2011,1944
196,2011,1987
196,2011,1950
196,2011,1985
196,2011,1925
196,2011,1935
196,2011,1987
196,2011,1969
196,2011,1971
196,2011,1987
196,2011,1945
196,2011,1963
196,2011,1929
196,2011,1988
196,2011,1948
196,2011,1957
196,2011,1984
196,2011,1958
196,2011,1993
196,2011,1954
196,2011,1961
196,2011,1957
196,2011,1946
196,2011,1936
196,2011,1928
196,2011,1940
196,2011,1951
196,2011,1938
196,2011,1962
196,2011,1951
196,2011,1960
196,2011,1939
196,2011,1969
196,2011,1946
196,2011,1938
196,2011,1964
196,2011,1938
196,2011,1946
196,2011,1941
196,2011,1941
196,2011,1981
196,2011,1977
196,2011,1965
196,2011,1955
196,2011,1981
196,2011,1934
196,2011,1922
196,2011,1941
196,2011,1944
196,2011,1972
196,2011,1973
196,2011,1950
196,2011,1943
196,2011,1952
196,2011,1977
196,2011,1955
196,2011,1970
196,2011,1984
196,2011,1970
196,2011,1929
196,2011,1946
196,2011,1956
196,2011,1960
196,2011,1928
196,2011,1958
196,2011,1956
196,2011,1935
196,2011,1933
196,2011,1951
196,2011,1983
196,2011,1940
196,2011,1950
196,2011,1947
196,2011,1938
196,2011,1947
196,2011,1951
196,2011,1974
196,2011,1948
196,2011,1954
196,2011,1926
196,2011,1933
196,2011,1946
196,2011,1951
196,2011,1939
196,2011,1944
196,2011,1932
196,2011,1988
196,2011,1935
196,2011,1946
196,2011,1948
196,2011,1989
196,2011,1954
196,2011,1947
196,2011,1949
196,2011,1965
196,2011,1934
196,2011,1952
196,2011,1977
196,2011,1941
196,2011,1946
196,2011,1947
196,2011,1948
196,2011,1960
196,2011,1986
196,2011,1965
196,2011,1973
196,2011,1946
196,2011,1940
196,2011,1942
196,2011,1985
196,2011,1943
196,2011,1953
196,2011,1955
196,2011,1975
196,2011,1945
196,2011,1935
196,2011,1938
196,2011,1926
196,2011,1954
196,2011,1948
196,2011,1957
196,2011,1962
196,2011,1961
196,2011,1939
196,2011,1948
196,2011,1974
196,2011,1986
196,2011,1992
196,2011,1942
196,2011,1941
196,2011,1951
196,2011,1946
196,2011,1973
196,2011,1982
196,2011,1966
196,2011,1982
196,2011,1989
196,2011,1940
196,2011,1982
196,2011,1942
196,2011,1987
196,2011,1980
196,2011,1970
196,2011,1980
196,2011,1935
196,2011,1959
196,2011,1970
196,2011,1980
196,2011,1972
196,2011,1977
196,2011,1950
196,2011,1987
196,2011,1982
196,2011,1964
196,2011,1964
196,2011,1972
196,2011,1938
196,2011,1942
196,2011,1987
196,2011,1967
196,2011,1951
196,2011,1989
196,2011,1952
196,2011,1959
196,2011,1979
196,2011,1951
196,2011,1992
196,2011,1990
196,2011,1945
196,2011,1959
196,2011,1947
196,2011,1943
196,2011,1955
196,2011,1961
196,2011,1992
196,2011,1990
196,2011,1966
196,2011,1963
196,2011,1942
196,2011,1974
196,2011,1962
196,2011,1951
196,2011,1984
196,2011,1961
196,2011,1982
196,2011,1959
196,2011,1960
196,2011,1954
196,2011,1965
196,2011,1978
196,2011,1963
196,2011,1945
196,2011,1942
196,2011,1945
196,2011,1969
196,2011,1958
196,2011,1974
196,2011,1973
196,2011,1968
196,2011,1949
196,2011,1978
196,2011,1949
196,2011,1963
196,2011,1954
196,2011,1988
196,2011,1986
196,2011,1991
196,2011,1970
196,2011,1985
196,2011,1981
196,2011,1960
196,2011,1991
196,2011,1963
196,2011,1944
196,2011,1971
196,2011,1936
196,2011,1954
196,2011,1984
196,2011,1958
196,2011,1959
196,2011,1982
196,2011,1960
196,2011,1935
196,2011,1956
196,2011,1936
196,2011,1958
196,2011,1958
196,2011,1953
196,2011,1968
196,2011,1967
196,2011,1955
196,2011,1953
196,2011,1976
196,2011,1984
196,2011,1982
196,2011,1953
196,2011,1936
196,2011,1941
196,2011,1985
196,2011,1952
196,2011,1953
196,2011,1980
196,2011,1979
196,2011,1946
196,2011,1967
196,2011,1991
196,2011,1964
196,2011,1952
196,2011,1947
196,2011,1962
196,2011,1947
196,2011,1968
196,2011,1971
196,2011,1970
196,2011,1941
196,2011,1984
196,2011,1988
196,2011,1962
196,2011,1941
196,2011,1943
196,2011,1940
196,2011,1979
196,2011,1966
196,2011,1984
196,2011,1939
196,2011,1968
196,2011,1966
196,2011,1983
196,2011,1924
196,2011,1945
196,2011,1937
196,2011,1984
196,2011,1954
196,2011,1993
196,2011,1993
196,2011,1964
196,2011,1964
196,2011,1962
196,2011,1979
196,2011,1973
196,2011,1971
196,2011,1974
196,2011,1968
196,2011,1980
196,2011,1975
196,2011,1974
196,2011,1971
196,2011,1942
196,2011,1948
196,2011,1980
196,2011,1993
196,2011,1944
196,2011,1985
196,2011,1943
196,2011,1940
196,2011,1961
196,2011,1991
196,2011,1969
196,2011,1955
196,2011,1985
196,2011,1951
196,2011,1968
196,2011,1976
196,2011,1989
196,2011,1978
196,2011,1963
196,2011,1974
196,2011,1947
196,2011,1987
196,2011,1936
196,2011,1961
196,2011,1989
196,2011,1955
196,2011,1952
196,2011,1992
196,2011,1954
196,2011,1962
196,2011,1983
196,2011,1957
196,2011,1947
196,2011,1957
196,2011,1942
196,2011,1990
196,2011,1950
196,2011,1975
196,2011,1935
196,2011,1943
196,2011,1970
196,2011,1962
196,2011,1934
196,2011,1951
196,2011,1988
196,2011,1970
196,2011,1957
196,2011,1962
196,2011,1977
196,2011,1983
196,2011,1975
196,2011,1985
196,2011,1983
196,2011,1980
196,2011,1968
196,2011,1983
196,2011,1964
196,2011,1979
196,2011,1990
196,2011,1982
196,2011,1960
196,2011,1988
196,2011,1990
196,2011,1948
196,2011,1950
196,2011,1983
196,2011,1969
196,2011,1973
196,2011,1993
196,2011,1990
196,2011,1971
196,2011,1949
196,2011,1986
196,2011,1969
196,2011,1990
196,2011,1964
196,2011,1967
196,2011,1938
196,2011,1975
196,2011,1963
196,2011,1977
196,2011,1944
196,2011,1980
196,2011,1947
196,2011,1989
196,2011,1970
196,2011,1985
196,2011,1982
196,2011,1977
196,2011,1979
196,2011,1981
196,2011,1985
196,2011,1982
196,2011,1978
196,2011,1976
196,2011,1948
196,2011,1955
196,2011,1979
196,2011,1982
196,2011,1986
196,2011,1980
196,2011,1980
196,2011,1975
196,2011,1983
196,2011,1985
196,2011,1972
196,2011,1988
196,2011,1981
196,2011,1983
196,2011,1974
196,2011,1954
196,2011,1986
196,2011,1988
196,2011,1959
196,2011,1956
196,2011,1987
196,2011,1964
196,2011,1965
196,2011,1983
196,2011,1983
196,2011,1983
196,2011,1958
196,2011,1963
196,2011,1983
196,2011,1967
196,2011,1980
196,2011,1983
196,2011,1975
196,2011,1974
196,2011,1981
196,2011,1975
196,2011,1980
196,2011,1986
196,2011,1984
196,2011,1990
196,2011,1990
196,2011,1983
196,2011,1993
196,2011,1958
196,2011,1991
196,2011,1986
196,2011,1990
196,2011,1979
196,2011,1991
196,2011,1991
196,2011,1986
196,2011,1976
196,2011,1943
196,2011,1991
196,2011,1957
196,2011,1990
196,2011,1992
196,2011,1993
196,2011,1988
196,2011,1973
196,2011,1978
196,2011,1973
196,2011,1982
196,2011,1969
196,2011,1977
196,2011,1946
196,2011,1964
196,2011,1969
196,2011,1974
196,2011,1981
196,2011,1973
196,2011,1977
196,2011,1976
196,2011,1981
196,2011,1967
196,2011,1962
196,2011,1978
196,2011,1968
196,2011,1979
196,2011,1960
196,2011,1957
196,2011,1981
196,2011,1968
196,2011,1979
196,2011,1981
196,2011,1953
196,2011,1986
196,2011,1972
196,2011,1985
196,2011,1983
196,2011,1986
196,2011,1988
196,2011,1969
196,2011,1988
196,2011,1956
196,2011,1978
196,2011,1972
196,2011,1970
196,2011,1988
196,2011,1976
196,2011,1974
196,2011,1970
196,2011,1983
196,2011,1986
196,2011,1980
196,2011,1989
196,2011,1973
196,2011,1959
196,2011,1981
196,2011,1981
196,2011,1987
196,2011,1989
196,2011,1989
196,2011,1988
196,2011,1955
196,2011,1989
196,2011,1988
196,2011,1987
196,2011,1954
196,2011,1991
196,2011,1987
196,2011,1988
196,2011,1990
196,2011,1987
196,2011,1989
196,2011,1984
196,2011,1991
196,2011,1980
196,2011,1971
196,2011,1988
196,2011,1988
196,2011,1979
196,2011,1980
196,2011,1985
196,2011,1971
196,2011,1992
196,2011,1990
196,2011,1965
196,2011,1984
196,2011,1986
196,2011,1985
196,2011,1978
196,2011,1968
196,2011,1985
196,2011,1982
196,2011,1976
196,2011,1986
196,2011,1960
196,2011,1963
196,2011,1980
196,2011,1980
196,2011,1970
196,2011,1980
196,2011,1980
196,2011,1990
196,2011,1984
196,2011,1991
196,2011,1991
196,2011,1986
196,2011,1993
196,2011,1966
196,2011,1971
196,2011,1965
196,2011,1965
196,2011,1965
196,2011,1991
196,2011,1993
196,2011,1976
196,2011,1991
196,2011,1945
196,2011,1975
196,2011,1979
196,2011,1991
196,2011,1995
196,2011,1985
196,2011,1982
196,2011,1986
196,2011,1959
196,2011,1985
196,2011,1978
196,2011,1978
196,2011,1979
196,2011,1962
196,2011,1983
196,2011,1984
196,2011,1973
196,2011,1976
196,2011,1985
196,2011,1980
196,2011,1978
196,2011,1979
196,2011,1963
196,2011,1963
196,2011,1991
196,2011,1985
196,2011,1984
196,2011,1977
196,2011,1982
196,2011,1978
196,2011,1987
196,2011,1971
196,2011,1979
196,2011,1958
196,2011,1958
196,2011,1976
196,2011,1971
196,2011,1961
196,2011,1986
196,2011,1966
196,2011,1966
196,2011,1956
196,2011,1964
196,2011,1988
196,2011,1974
196,2011,1987
196,2011,1987
196,2011,1958
196,2011,1970
196,2011,1968
196,2011,1988
196,2011,1959
196,2011,1943
196,2011,1981
196,2011,1989
196,2011,1985
196,2011,1940
196,2011,1966
196,2011,1988
196,2011,1976
196,2011,1967
196,2011,1963
196,2011,1950
196,2011,1986
196,2011,1990
196,2011,1986
196,2011,1993
196,2011,1956
196,2011,1989
196,2011,1988
196,2011,1960
196,2011,1990
196,2011,1992
196,2011,1988
196,2011,1990
196,2011,1990
196,2011,1990
196,2011,1994
196,2011,1979
196,2011,1990
196,2011,1991
196,2011,1939
196,2011,1979
196,2011,1981
196,2011,1983
196,2011,1990
196,2011,1975
196,2011,1964
196,2011,1962
196,2011,1990
196,2011,1985
196,2011,1991
196,2011,1970
196,2011,1989
196,2011,1989
196,2011,1992
196,2011,1991
196,2011,1990
196,2011,1988
196,2011,1986
196,2011,1987
196,2011,1956
196,2011,1978
196,2011,1992
196,2011,1966
196,2011,1985
196,2011,1973
196,2011,1961
196,2011,1986
196,2011,1986
196,2011,1985
196,2011,1985
196,2011,1988
196,2011,1982
196,2011,1983
196,2011,1971
196,2011,1983
196,2011,1986
196,2011,1987
196,2011,1980
196,2011,1992
196,2011,1981
196,2011,1985
196,2011,1971
196,2011,1979
196,2011,1983
196,2011,1985
196,2011,1962
196,2011,1971
196,2011,1988
196,2011,1971
196,2011,1989
196,2011,1988
196,2011,1989
196,2011,1989
196,2011,1985
196,2011,1969
196,2011,1988
196,2011,1989
196,2011,1959
196,2011,1990
196,2011,1982
196,2011,1980
196,2011,1977
196,2011,1981
196,2011,1981
196,2011,1991
196,2011,1971
196,2011,1990
196,2011,1960
196,2011,1987
196,2011,1990
196,2011,1976
196,2011,1991
196,2011,1953
196,2011,1985
196,2011,1980
196,2011,1964
196,2011,1991
196,2011,1973
196,2011,1990
196,2011,1990
196,2011,1986
196,2011,1987
196,2011,1990
196,2011,1980
196,2011,1985
196,2011,1983
196,2011,1987
196,2011,1955
196,2011,1958
196,2011,1970
196,2011,1985
196,2011,1987
196,2011,1928
196,2011,1987
196,2011,1985
196,2011,1991
196,2011,1991
196,2011,1980
196,2011,1982
196,2011,1985
196,2011,1980
196,2011,1970
196,2011,1968
196,2011,1964
196,2011,1975
196,2011,1991
196,2011,1975
196,2011,1991
196,2011,1989
196,2011,1979
196,2011,1990
196,2011,1981
196,2011,1986
196,2011,1969
196,2011,1960
196,2011,1959
196,2011,1950
196,2011,1983
196,2011,1988
196,2011,1988
196,2011,1990
196,2011,1973
196,2011,1978
196,2011,1943
196,2011,1990
196,2011,1989
196,2011,1990
196,2011,1956
196,2011,1984
196,2011,1973
196,2011,1982
196,2011,1986
196,2011,1983
196,2011,1970
196,2011,1974
196,2011,1987
196,2011,1984
196,2011,1988
196,2011,1978
196,2011,1986
196,2011,1974
196,2011,1988
196,2011,1981
196,2011,1978
196,2011,1979
196,2011,1968
196,2011,1980
196,2011,1992
196,2011,1993
196,2011,1988
196,2011,1993
196,2011,1968
196,2011,1993
196,2011,1968
196,2011,1985
196,2011,1993
196,2011,1981
196,2011,1958
196,2011,1948
196,2011,1988
196,2011,1979
196,2011,1959
196,2011,1954
196,2011,1993
196,2011,1978
196,2011,1960
196,2011,1988
196,2011,1955
196,2011,1990
196,2011,1954
196,2011,1986
196,2011,1976
196,2011,1963
196,2011,1985
196,2011,1973
196,2011,1989
196,2011,1969
196,2011,1984
196,2011,1974
196,2011,1986
196,2011,1987
196,2011,1964
196,2011,1970
196,2011,1992
196,2011,1979
196,2011,1960
196,2011,1958
196,2011,1975
196,2011,1959
196,2011,1981
196,2011,1987
196,2011,1967
196,2011,1964
196,2011,1980
196,2011,1982
196,2011,1977
196,2011,1988
196,2011,1971
196,2011,1979
196,2011,1964
196,2011,1988
196,2011,1958
196,2011,1982
196,2011,1991
196,2011,1980
196,2011,1977
196,2011,1962
196,2011,1981
196,2011,1987
196,2011,1967
152,2012,1972
152,2012,1940
152,2012,1959
152,2012,1948
152,2012,1970
152,2012,1991
152,2012,1965
152,2012,1992
152,2012,1951
152,2012,1951
152,2012,1952
152,2012,1968
152,2012,1948
152,2012,1959
152,2012,1961
152,2012,1963
152,2012,1965
152,2012,1971
152,2012,1971
152,2012,1988
152,2012,1973
152,2012,1988
152,2012,1988
152,2012,1951
152,2012,1951
152,2012,1952
152,2012,1991
152,2012,1970
152,2012,1988
152,2012,1987
152,2012,1975
152,2012,1954
152,2012,1987
